di_bias_mean,di_bias_sd,di_coverage,dn_bias_mean,dn_bias_sd,dn_coverage,topic_id,endpoint
0.1875978976926309,0.0035607925712787484,0.0,0.06777127227592318,0.0027640218590097984,1.0,T01,E1
0.1847374228849177,0.013059008253834124,0.02,0.06708683544868774,0.003567256691092161,1.0,T01,E2
0.18721583534499442,0.006457975198783143,0.0,0.06789619277444231,0.0016402504901331944,1.0,T01,E3
0.15826037418789726,0.01819668091203711,1.0,0.05318754883919079,0.006241897339894272,1.0,T02,E1
0.15025735892393827,0.02521308768931132,1.0,0.05182357221710074,0.011312420633514774,1.0,T02,E2
0.16426852875076847,0.01705883079180608,0.98,0.05655139052132647,0.007205864139018198,1.0,T02,E3
0.13814412282371508,0.031738227678301756,0.98,0.04055952255093891,0.010102373046973836,1.0,T03,E1
0.12558995195193948,0.06045766611443852,0.96,0.03879463356181535,0.02112268017065326,1.0,T03,E2
0.1462015189158852,0.018880359725226364,1.0,0.04850151665751169,0.012650647568506201,1.0,T03,E3
0.1550238269212906,0.014517467649114027,1.0,0.05179318817871252,0.005103197100389659,1.0,T04,E1
0.14754999794794965,0.026869051419376726,0.98,0.04856652525739876,0.01160741465245546,1.0,T04,E2
0.13658737687789352,0.010421986202646328,1.0,0.04170260975665649,0.004290846707996487,1.0,T04,E3
0.11494937628658818,0.022566434851124466,1.0,0.05200704387851162,0.005861394776123822,1.0,T05,E1
0.11067724636814193,0.045727507720966114,1.0,0.049908868004817426,0.013353234695594303,1.0,T05,E2
0.12702996611453687,0.02079603311294858,1.0,0.05712107860250695,0.005243462677047713,1.0,T05,E3
0.1494317103134066,0.005640681118589314,1.0,0.04868193962768361,0.0027836240116310023,1.0,T06,E1
0.14944338492083933,0.009689816204604986,1.0,0.04853891968730815,0.0035394290951414166,1.0,T06,E2
0.1573179911273928,0.005465912027357249,1.0,0.052616063318097164,0.001970357117505824,1.0,T06,E3
0.16238314761086414,0.031064710269046333,0.9,0.05632214350059554,0.013897131198175997,1.0,T07,E1
0.166980841212347,0.06067508980266799,0.88,0.05446753731438002,0.025984399003255516,1.0,T07,E2
0.1636015321862978,0.025139764344917298,0.9,0.05759821665189633,0.010533866318307694,1.0,T07,E3
0.07743669453154749,0.03924486540373318,1.0,0.005859166241284938,0.012417407252519285,1.0,T08,E1
0.059317006923240594,0.06529201695468315,0.98,-0.003463301547561305,0.021717105362294015,1.0,T08,E2
0.10758111650335463,0.029627237077101548,1.0,0.028242013247090476,0.012552619617378554,1.0,T08,E3
0.1480073703328126,0.05915693955668175,0.94,0.04778978003021858,0.022787621730149466,1.0,T09,E1
0.16917526189611315,0.09797353400792022,0.74,0.05627314089189616,0.04493294112681811,0.96,T09,E2
0.16148923500114631,0.033485913305851295,0.96,0.054269967068195424,0.013267365886188568,1.0,T09,E3
0.1652782643737008,0.021265233307160104,1.0,0.06282374941862891,0.02758792535913691,1.0,T10,E1
0.16432610870585126,0.019017613468230606,0.98,0.060972661389020605,0.023125724318657285,1.0,T10,E2
0.17138964868775083,0.016062654139174085,1.0,0.06367184266624569,0.02120512388213247,1.0,T10,E3
0.14818683552751444,0.01715555755782256,1.0,0.049194468168707706,0.007305860674119308,1.0,T11,E1
0.15295467143271552,0.03931520090520711,0.96,0.04962119683666938,0.009779672208688878,1.0,T11,E2
0.1746976557404524,0.020686325413807695,0.84,0.06089685422355775,0.008904039395258977,1.0,T11,E3
0.14611975906559016,0.0174964165792332,1.0,0.04873650123034384,0.007092151494446099,1.0,T12,E1
0.14311487836758283,0.02394931327219825,1.0,0.045019549733855344,0.00997895937260659,1.0,T12,E2
0.15273063902481476,0.01167762468627978,1.0,0.05156596021336363,0.004071127897336994,1.0,T12,E3
